method_id,mode,epsilon_total,clipping_percentile,batch_merge_size,candidate_pool_size,seed,source_corpus,bytes_per_token,mean_tokens_per_document,actual_vocab_size,tokenizer_training_seconds,source
local_dp_eps4p0_C75_b32_K1024,local_dp,4.0,75,32,1024,20260727,c4_heldout,3.1292075166225013,649.2217855137563,4000,108.84510919998866,results/final/defenses/development/utility/local_dp_eps4p0_C75_b32_K1024/20260727/utility.json
local_dp_eps4p0_C75_b32_K1024,local_dp,4.0,75,32,1024,20260728,ag_news_test,2.9244868622676345,80.4582894736842,4000,112.89923540002201,results/final/defenses/development/utility/local_dp_eps4p0_C75_b32_K1024/20260728/utility.json
local_dp_eps4p0_C75_b32_K1024,local_dp,4.0,75,32,1024,20260728,c4_heldout,3.2058166742119183,654.9469413233459,4000,112.89923540002201,results/final/defenses/development/utility/local_dp_eps4p0_C75_b32_K1024/20260728/utility.json
local_dp_eps8p0_C75_b32_K1024,local_dp,8.0,75,32,1024,20260726,ag_news_test,2.9995840140630086,78.44394736842105,4000,141.885344899958,results/final/defenses/development/utility/local_dp_eps8p0_C75_b32_K1024/20260726/utility.json
local_dp_eps8p0_C75_b32_K1024,local_dp,8.0,75,32,1024,20260726,c4_heldout,3.182047576062739,705.6369661266568,4000,141.885344899958,results/final/defenses/development/utility/local_dp_eps8p0_C75_b32_K1024/20260726/utility.json
local_dp_eps8p0_C75_b32_K1024,local_dp,8.0,75,32,1024,20260727,ag_news_test,2.9246112155065687,80.45486842105264,4000,152.06652350001968,results/final/defenses/development/utility/local_dp_eps8p0_C75_b32_K1024/20260727/utility.json
local_dp_eps8p0_C75_b32_K1024,local_dp,8.0,75,32,1024,20260727,c4_heldout,3.1357759554601063,647.8618753509264,4000,152.06652350001968,results/final/defenses/development/utility/local_dp_eps8p0_C75_b32_K1024/20260727/utility.json
local_dp_eps8p0_C75_b32_K1024,local_dp,8.0,75,32,1024,20260728,ag_news_test,2.9244868622676345,80.4582894736842,4000,117.7468015999766,results/final/defenses/development/utility/local_dp_eps8p0_C75_b32_K1024/20260728/utility.json
local_dp_eps8p0_C75_b32_K1024,local_dp,8.0,75,32,1024,20260728,c4_heldout,3.2058166742119183,654.9469413233459,4000,117.7468015999766,results/final/defenses/development/utility/local_dp_eps8p0_C75_b32_K1024/20260728/utility.json
local_dp_eps16p0_C75_b32_K1024,local_dp,16.0,75,32,1024,20260726,ag_news_test,2.9995840140630086,78.44394736842105,4000,99.87294359994121,results/final/defenses/development/utility/local_dp_eps16p0_C75_b32_K1024/20260726/utility.json
local_dp_eps16p0_C75_b32_K1024,local_dp,16.0,75,32,1024,20260726,c4_heldout,3.182047576062739,705.6369661266568,4000,99.87294359994121,results/final/defenses/development/utility/local_dp_eps16p0_C75_b32_K1024/20260726/utility.json
local_dp_eps16p0_C75_b32_K1024,local_dp,16.0,75,32,1024,20260727,ag_news_test,2.929085390722381,80.33197368421052,4000,96.44841379998252,results/final/defenses/development/utility/local_dp_eps16p0_C75_b32_K1024/20260727/utility.json
local_dp_eps16p0_C75_b32_K1024,local_dp,16.0,75,32,1024,20260727,c4_heldout,3.142317445980685,646.5131948343627,4000,96.44841379998252,results/final/defenses/development/utility/local_dp_eps16p0_C75_b32_K1024/20260727/utility.json
local_dp_eps16p0_C75_b32_K1024,local_dp,16.0,75,32,1024,20260728,ag_news_test,2.9244868622676345,80.4582894736842,4000,102.6118725000415,results/final/defenses/development/utility/local_dp_eps16p0_C75_b32_K1024/20260728/utility.json
local_dp_eps16p0_C75_b32_K1024,local_dp,16.0,75,32,1024,20260728,c4_heldout,3.2058166742119183,654.9469413233459,4000,102.6118725000415,results/final/defenses/development/utility/local_dp_eps16p0_C75_b32_K1024/20260728/utility.json
local_dp_eps4p0_C50_b32_K1024,local_dp,4.0,50,32,1024,20260726,ag_news_test,3.0155119935921757,78.02960526315789,4000,121.0764280000003,results/final/defenses/development/utility/local_dp_eps4p0_C50_b32_K1024/20260726/utility.json
local_dp_eps4p0_C50_b32_K1024,local_dp,4.0,50,32,1024,20260726,c4_heldout,3.1869797611134105,704.5449189985272,4000,121.0764280000003,results/final/defenses/development/utility/local_dp_eps4p0_C50_b32_K1024/20260726/utility.json
local_dp_eps4p0_C50_b32_K1024,local_dp,4.0,50,32,1024,20260727,ag_news_test,2.9246112155065687,80.45486842105264,4000,113.9085074000759,results/final/defenses/development/utility/local_dp_eps4p0_C50_b32_K1024/20260727/utility.json
local_dp_eps4p0_C50_b32_K1024,local_dp,4.0,50,32,1024,20260727,c4_heldout,3.1357759554601063,647.8618753509264,4000,113.9085074000759,results/final/defenses/development/utility/local_dp_eps4p0_C50_b32_K1024/20260727/utility.json
local_dp_eps4p0_C50_b32_K1024,local_dp,4.0,50,32,1024,20260728,ag_news_test,2.9244868622676345,80.4582894736842,4000,109.85487390006892,results/final/defenses/development/utility/local_dp_eps4p0_C50_b32_K1024/20260728/utility.json
local_dp_eps4p0_C50_b32_K1024,local_dp,4.0,50,32,1024,20260728,c4_heldout,3.2058166742119183,654.9469413233459,4000,109.85487390006892,results/final/defenses/development/utility/local_dp_eps4p0_C50_b32_K1024/20260728/utility.json
local_dp_eps4p0_C90_b32_K1024,local_dp,4.0,90,32,1024,20260726,ag_news_test,3.0155119935921757,78.02960526315789,4000,114.73569459991995,results/final/defenses/development/utility/local_dp_eps4p0_C90_b32_K1024/20260726/utility.json
local_dp_eps4p0_C90_b32_K1024,local_dp,4.0,90,32,1024,20260726,c4_heldout,3.1869797611134105,704.5449189985272,4000,114.73569459991995,results/final/defenses/development/utility/local_dp_eps4p0_C90_b32_K1024/20260726/utility.json
local_dp_eps4p0_C90_b32_K1024,local_dp,4.0,90,32,1024,20260727,ag_news_test,2.9299684273821596,80.30776315789474,4000,114.37420999992173,results/final/defenses/development/utility/local_dp_eps4p0_C90_b32_K1024/20260727/utility.json
local_dp_eps4p0_C90_b32_K1024,local_dp,4.0,90,32,1024,20260727,c4_heldout,3.1292075166225013,649.2217855137563,4000,114.37420999992173,results/final/defenses/development/utility/local_dp_eps4p0_C90_b32_K1024/20260727/utility.json
local_dp_eps4p0_C90_b32_K1024,local_dp,4.0,90,32,1024,20260728,ag_news_test,2.9244868622676345,80.4582894736842,4000,118.72868699999526,results/final/defenses/development/utility/local_dp_eps4p0_C90_b32_K1024/20260728/utility.json
local_dp_eps4p0_C90_b32_K1024,local_dp,4.0,90,32,1024,20260728,c4_heldout,3.2058166742119183,654.9469413233459,4000,118.72868699999526,results/final/defenses/development/utility/local_dp_eps4p0_C90_b32_K1024/20260728/utility.json
